property_title,postal_code,monthly_price,weekly_price,bedroom,baths,tenants,location,deposit,rent,bills_included,students only,student_friendly,families_allowed,pets_allowed,smokers_allowed,available_from,minimum_tenancy,garden,parking,fireplace,furnishing,url,epc_rating,description
"Studio Flat, Huxley Road, N18",N18,"£1,400.00",£323.08,1,1,1,London,"£1,400.00","£1,400.00",Yes,-,Yes,No,No,No,Today,6 Months,No,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/studio-flat-huxley-road-n18/2216080,,Large second floor studio flat to rent.All bills included.Fully fitted kitchen and shower room.Fully furnished.Deposit and first months rent required.Walking distance to all local amenities.No fees to pay.
"Room in a Shared House, Montagu Road, N18",N18,£650.00,£150.00,5,2,1,London,£650.00,£650.00,Yes,-,No,No,No,No,Today,6 Months,Yes,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-house-montagu-road-n18/2171400,,"MALELoft Room£150.00 (rent paid weekly)£650 PCMAll Bills IncludedNo DSS / No Couples(4 Weeks Deposit)Address: Montagu Road, Edmonton N18The property is a short walk from Meridian Water National Rail Station (Tottenham Hale 5 mins, Stratford 15 mins) as well as easy access to the A406 and the local bus network."
"Studio Flat, Edmonton, N18",N18,"£1,200.00",£276.92,1,1,3,London,"£1,200.00","£1,200.00",No,-,Yes,No,No,No,Today,12 Months,Yes,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/studio-flat-edmonton-n18/2075428,,"Large Beautiful Modern Studio -  Top Floor of House (finished to the highest of standards in a new fully refurbished house.Fully fitted open plan designer kitchen, living area to the best of standards. Wood flooring throughout with a lovely bathroom.The studio is located on a very quiet street with great transport links being 10 minute walk to Silver Street train station (23 mins to Liverpool St.) 5 mins by bus to Tottenham Hale (Victoria Line tube). No parking restrictions.This property is for one person only, must be working.Available to move in from Friday 6 September -"
"2 Bed Terraced House, Nightingale Road, N9",N9,"£2,200.00",£507.69,2,1,4,London,"£2,200.00","£2,200.00",No,-,Yes,Yes,Yes,Yes,Today,6 Months,Yes,Yes,No,Unfurnished,http://openrent.co.uk/property-to-rent/london/2-bed-terraced-house-nightingale-road-n9/2222945,,"We are proud to offer this delightful 2 bedroom, 1 bathroom terraced house in a great location.Available to move in from 12 September 2024, this property benefits from available parking, and garden access. Property is offered unfurnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!SummaryRent £2,200.00 per month (£507.69 per week)Deposit / Bond is £2,200.00Minimum tenancy is 6 monthsMaximum number of tenants is 4"
"Room in a Shared House, Nightingale Road, N9",N9,£775.00,£178.85,4,2,1,London,£775.00,£775.00,Yes,-,Yes,No,No,No,Today,12 Months,No,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-house-nightingale-road-n9/2196023,,"A bright spacious and conformable double room is available for rent in a quiet, clean and peaceful 4 bedroom 2 bathroom house.The room is located in Edmonton, London, N9Shared bathroom and kitchen with Free on street parking and driveway.The room is furnished and includes a double bed, table, chair and bedside table. There is ample storage space in side of the fitted wardrobes.. The room has been newly decorated and new carpets have been fitted.All bills are included in the rent, Council Tax, Water, Electricity, Gas and Fibre Broadband internet. Nothing else to pay.The 191 bus stop is just a 2 minute walk from the house.The property is just a 10 minute bus ride from both Edmonton Green Overground Train Station and Edmonton Green Bus Station.The train journey from Edmonton Green Overground Station to Seven Sisters Underground Station is just 10 minsThe tube journey from Seven Sisters Underground Station (Victoria Line) to King's Cross St. Pancras is just 9 mins.The train journey from Edmonton Green Station to London Liverpool St is 27 mins.Very clean and tidy property.The room would ideally suit a Student or a Professional who is working a full time job and who would like to live in a nice, quiet, clean and calm environment.Female preferred.Please note that in the interest of safety and comfort for all who live in the house and to avoid overcrowding the room is let on a single occupancy basis.No couples and no smoking allowed.1 Month Rent and 1 Month Deposit are required in advance.Rental Agreement is subject to References, identity, employment and previous Landlord.Thanks for looking"
"2 Bed Semi-Detached House, Rosebery Road, N10",N10,"£2,500.00",£576.92,2,1,3,London,"£2,500.00","£2,500.00",No,-,Yes,Yes,Yes,No,Today,12 Months,No,Yes,No,At tenant choice,http://openrent.co.uk/property-to-rent/london/2-bed-semi-detached-house-rosebery-road-n10/2220407,,"•Lovely 2 bedroom Mews house, new build.• Large loft space just under 5.8”•House has alarm system and CCTV, .• Just painted •outside metal bike shed and 2 dedicated parking spaces."
"1 Bed Flat, Sydney Road, N10",N10,"£1,450.00",£334.62,1,1,2,London,"£1,450.00","£1,450.00",No,-,No,Yes,Yes,No,"05 October, 2024",12 Months,Yes,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-sydney-road-n10/2214278,,"The AreaA one bedroom, self contained first floor flat in a 1930's period property is available to rent on the 11th June.The property is located on a quiet, residential street but is just a two minute walk away from the bus stop with regular buses to  Highgate Tube train station, and ten minutes to a number of bars and restaurants in Muswell Hill Broadway . It also has a local convenience shops at the end of the road, and a local bar within a two minute walk away.35 minutes to Central London2 minute walk to the bus stop and main line station10 minutes from shops and amenitiesThe PropertyThe property makes for the perfect home for a couple or a single person. It is located on the first floor & is accessed from a common staircase that serve 5 other similar flats in this part of the building.There is are large double bedroom with double bed & wardrobe, one main family bathroom and a separate fitted kitchen with breakfast area which has ample storage and cupboard space, fridge/freezer, and a washing machine.The large living room is the heart of the flat with southerly aspect makes it bright and cheerful. It has a private balcony, as well as space for two sofas, a dining table and chairs. The windows to the flat are all double glazed and gas central heating is provided throughout.The back of the property has a communal garden area with a lawn which has recently been planted, and garden benches, for use by the block residents.ParkingOutside there is free on-street parking, with bike parking by arrangement next to garages to the rear.Main featuresOne double bedroomOne bathroomFitted KitchenLiving /Dining room with balconyCommunal garden and parkingFurnishedExclusive of BillsClose to public transport and amenitiesFibre Optic Broadband availableApplication ProcessReferences will be required, along with a security deposit equivalent to one month’s rent."
"2 Bed Flat, Wilton Court, N10",N10,"£1,899.00",£438.23,2,1,2,London,"£2,191.15","£1,899.00",No,-,Yes,Yes,No,No,Today,12 Months,Yes,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-wilton-court-n10/2196089,,"We are proud to offer this delightful 2 bedroom, 1 bathroom flat in a great location.Available to move in from 12 September 2024, this property benefits from available parking, and garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!SummaryRent £1,899.00 per month (£438.23 per week)Deposit / Bond is £2,191.15Minimum tenancy is 12 monthsMaximum number of tenants is 2"
"2 Bed Flat, Fortis Green, N10",N10,"£2,450.00",£565.39,2,1,4,London,"£1,500.00","£2,450.00",Yes,-,Yes,Yes,Yes,No,"27 September, 2024",2 Months,Yes,Yes,No,At tenant choice,http://openrent.co.uk/property-to-rent/london/2-bed-flat-fortis-green-n10/2219208,,"HIGHLY FLEXIBLE TERMS BILLS INCLUDED2 month minimumThe Coach Houseis a detached first floor flat, overlooking a quite courtyard.It has a fully fitted and equipped kitchen with a dishwasher and washing machine, along with a generous dining area.  It is currently undergoing refurbishment and updated photographs will be added shortly.The large living room has lots of natural light, as do both bedrooms.There is gas central heating throughout and high speed WiFi is included.The dedicated front door gives private access and an off road parking space is available by separate negotiation as is a large garage."
"2 Bed Flat, Dukes Avenue, N10",N10,"£2,195.00",£506.54,2,1,3,London,"£2,195.00","£2,195.00",No,-,Yes,Yes,Yes,Yes,"01 October, 2024",12 Months,No,No,No,At tenant choice,http://openrent.co.uk/property-to-rent/london/2-bed-flat-dukes-avenue-n10/2214385,,"****Available 1/10/24 ******Short term rental also considered-A nice two double bedroom First floor flat in a great location, with the Broadway near by-Large bay front lounge-Two proper double bedrooms (not one double and one single)-Unfurnished or furnished-Modern bathroom, bath, toilet and sink-Gas central heating-Id and references will be required, please do not respond if this is an issue-No agents fees payable-No reference fees payable by tenants-Flexible viewings-There is No garden or outside space. Do not reply if this is a requirement."
"1 Bed Flat, Muswell Hill, N10",N10,"£1,395.00",£321.92,1,1,2,London,"£1,395.00","£1,395.00",No,-,Yes,No,No,No,Today,12 Months,No,No,No,Unfurnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-muswell-hill-n10/1472994,,"We are proud to offer this light airy 1 bedroom, 1 bathroom flat in a great location, 5 minute walk to all the amenities in Muswell Hill Broadway.  Includes washing machine, fridge and a newly fitted electric combination boiler.Please be aware that the flat has  a small bedroom which will accommodate a double bed and small wardrobe but with little space either side. Newly refurbished with new carpet.Available to move in from 12 September 2024. Property is offered unfurnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!SummaryRent £1,395.00 per month (£321.92.00 per week)Deposit / Bond is £1,395.00Minimum tenancy is 12 monthsMaximum number of tenants is 2"
"2 Bed Flat, Muswell Hill, N10",N10,"£3,200.00",£738.46,2,1,5,London,£500.00,"£3,200.00",Yes,-,Yes,Yes,Yes,Yes,Today,1 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-muswell-hill-n10/2224340,,"Stylist 2 bedroom, 1 bathroom apartment, centrally located, within close proximity to Muswell Hill High street which has an abundance of restaurants and Cafe's.WHAT PEOPLE LOVE ABOUT THIS PROPERTYNew modern spacious apartment, perfect for business travellers or small groupsMinutes walk to Highgate station and Alexandra palace.Walking distance to top renowned locations such as, Alexandra Palace, Hamstead Heath, and Belsize park."
"2 Bed Flat, Hillfield Park, N10",N10,"£2,106.00",£486.00,2,1,4,London,"£2,430.00","£2,106.00",No,-,No,Yes,No,No,Today,12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-hillfield-park-n10/2160407,,"Welcome to your new home in the heart of Muswell Hill, London, N10 3QY. This spacious, two double bedroom period maisonette flat is a true gem, offering a comfortable and convenient lifestyle. Spread over two levels, this charming property boasts a large separate reception room, providing ample space for relaxation and entertainment, a separate cosy fitted kitchen and a full three-piece bathroom suite, this maisonette is perfect for those seeking a blend of modern amenities and classic charm.Conveniently located in bustling Muswell Hill, this property is offered as part furnished, allowing you to tailor it to your preferences. The inclusion of carpets adds an extra touch of comfort and ease to your daily living experience. You'll find yourself within easy reach of all the local shops and amenities, making errands and leisure activities a breeze.For those with children, this property is surrounded by top-notch educational institutions. The three most popular primary schools within close proximity are Muswell Hill Primary School (0.8km), Tetherdown Primary School (1.2km), and Rhodes Avenue Primary School (1.5km). Additionally, the three most sought-after secondary schools nearby are Fortismere School (1.2km), Alexandra Park School (1.8km), and Highgate Wood School (2.5km).When it comes to public transportation, you'll enjoy easy access to the nearest bus stop and railway/underground stations. Tesco Express (0.45km) and a variety of dining options are just a stone's throw away, ensuring that your daily needs are always within reach.Furthermore, the property's proximity to essential amenities such as hospitals, doctors' offices, pharmacies, and gyms provides added convenience and peace of mind. Embrace this exceptional opportunity to rent this stunning maisonette in a vibrant area that offers a rich tapestry of attractions, including parks, a post office, a library, and a thriving nightlife.Rent £2,106.00 per Calendar Month (Excluding Bills)Council Tax Band DCouncil Tax Annually £2,107.00Deposit is 5 weeks rent total £2,430.00EPC rating Band CThis property is available asap to move into and offered as part furnished and would be perfect for two working occupants or a working couple.Don't miss out on the chance to make this property your new home. Schedule a viewing today and experience the best of Muswell Hill living.No admin fees applicable."
"2 Bed Flat, Coppetts Road, N10",N10,"£2,000.00",£461.54,2,1,3,London,"£2,307.69","£2,000.00",No,-,No,Yes,No,Yes,"12 October, 2024",12 Months,No,No,No,Unfurnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-coppetts-road-n10/2221450,,"Lovely, newly decorated 2 bedroom flat available in Muswell Hill, Coppetts road N10..This immaculate flat is offered unfurnished (furniture is not included).Modern fitted kitchen, large bathroom, separate living room and 2 large double bedroom with fitted wardrobes.Double glazed throughout, gas central heating, with lovely carpets to living room, bedroom and hallway.The flat was recently renovated to a very high standard.Great location, in all the great school catchment areas for Muswell Hill (Fortismere) transport links just off Colney Hatch Lane with bus links to Muswell Hill broadway shops and amenities,Close to A406 north circular.Video walk through tour can be provided upon request*Available to move in 12th Ocotober**(please note - furniture in photos will not be included, this property will be unfurnished)*EPC GRADE C"
"2 Bed Flat, Oak Ave, N10",N10,"£1,800.00",£415.38,2,1,5,London,"£1,800.00","£1,800.00",No,-,Yes,Yes,Yes,Yes,Today,12 Months,Yes,Yes,Yes,At tenant choice,http://openrent.co.uk/property-to-rent/london/2-bed-flat-oak-ave-n10/2182373,,"We are proud to offer this delightful 2 bedroom, 1 bathroom flat in a great location.Available to move in from 28 August 2024, this property benefits from available parking, a warm fireplace, and garden access. Property is offered furnished or unfurnished (tenant can decide).Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!SummaryRent £1,800.00 per month (£415.38 per week)Deposit / Bond is £1,800.00Minimum tenancy is 12 monthsMaximum number of tenants is 5"
"Room in a Shared House, Pembroke Road, N10",N10,"£1,000.00",£230.77,6,2,2,London,"£1,000.00","£1,000.00",Yes,-,Yes,No,No,Yes,Today,6 Months,No,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-house-pembroke-road-n10/2223348,,"Two large rooms offered in a private house in north London N10.Also offered is a large refurbished kitchen/diner, bathroom and separate toilet.All bills included.Muswell Hill is a great area to live, offering many cafes, restaurants, boutiques, shops and food stores.   Bus routes are good and covering all areas of London.   Nearest undergrounds:  Highgate, East Finchley and Bounds Green.Owners live downstairs and work from home so are around if needed.   All facilities are on the first floor so similar to a flat but in open house.Free parking in our road (within ULEZ) we are in zone 3.Alexandra Palace is within walking distance as is Muswell Hill Broadway.   5 mins walk to a huge Tesco Xtra.Facilities are furnished and each room has wardrobe, bed, bedside table, chest of drawers and desk with chair.Kitchen offers utensils, etc. new frig freezer, microwave, electric cooker, washing machine (shared with owner)A real opportunity for one or two people sharing.References and deposit required."
"Studio Flat, Muswell Hill, N10",N10,"£1,250.00",£288.46,1,1,1,London,"£1,442.30","£1,250.00",No,-,No,No,No,No,Today,6 Months,Yes,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/studio-flat-muswell-hill-n10/2157390,,"Newly refurbished and furnished, self contained, fully equipped studio, close to Muswell Hill amenities, near Highgate Tube, Highgate Wood and Alexandra Palace.Independent entrance with entry phone. Own shower and toilet. Free street parking. Would suit a professional, single lady working full-time during the week at their work-place.When expressing interest, please provide a short profile of yourself and your current circumstances. Proof of Identity and references essential."
"4 Bed Semi-Detached House, Cromwell Road, N10",N10,"£3,700.00",£853.85,4,3,4,London,"£4,269.23","£3,700.00",No,-,Yes,Yes,Yes,Yes,Today,6 Months,Yes,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/4-bed-semi-detached-house-cromwell-road-n10/2146262,,A four bedroom house with three bathrooms close to popular schools in Muswell Hill and easy access to A406.
"Room in a Shared House, Cromwell Road, N10",N10,£900.00,£207.69,4,3,1,London,"£1,038.46",£900.00,No,-,Yes,Yes,No,No,Today,6 Months,No,No,Yes,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-house-cromwell-road-n10/2218010,,"We are proud to offer this delightful room in a 4 bedroom, 3 bathroom shared house in a great location.Available to move in from 13 September 2024, this property benefits from a warm fireplace. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!SummaryRent £900.00 per month (£207.69 per week)Deposit / Bond is £1,038.46Minimum tenancy is 6 monthsMaximum number of tenants is 1"
"1 Bed Flat, Muswell Hill, N10",N10,"£1,700.00",£392.31,1,1,2,London,£0.00,"£1,700.00",No,-,No,No,No,No,"01 October, 2024",12 Months,No,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-muswell-hill-n10/2217271,,"Muswell Hill N10 -Very spacious characterful refurbished basement flat in a period property on a quiet road on the Highgate side of Muswell Hill. Recent bathroom with bath and thermostatic shower, fridge freezer, quality oven and washing machine. 12 to 15 minute walk to Highgate tube (Northern Line). Close to several bus routes. Muswell Hill shops, restaurants, cinemas and take-aways all a short walk away. Also within walking distance are many green spaces such as Highgate Woods, Queen's Wood, Hampstead Heath, Waterlow Park, Priory Park and Alexandra Palace and park. Free parkingAvailable 1st OctoberWould suit a professional couple."
"4 Bed Semi-Detached House, Creighton Avenue, N2",N2,"£4,695.00","£1,083.46",4,2,5,London,"£5,417.30","£4,695.00",No,-,No,Yes,No,No,Today,12 Months,Yes,Yes,No,Unfurnished,http://openrent.co.uk/property-to-rent/london/4-bed-semi-detached-house-creighton-avenue-n2/2187128,,"Creighton Avenue, East Finchley, N2A beautiful and newly decorated four-bedroom south-facing semi-detached family house situated in this sought-after residential location in East Finchley bordering Muswell Hill, located in one of East Finchley's finest streets.This bright and spacious property is well located for Fortismere Secondary School and Eden Primary School and is also within easy access to East Finchley Tube Station (Northern Line) as well as multiple shops and amenities. The property has been extended to the ground floor and provides a substantial living and dining space for a family.The property benefits from an approx. 27ft reception with dining area leading onto a large well-maintained rear private garden with ample fruit trees and flowers as well as a patioed area, a second reception, an approx. 22ft fitted kitchen with SMEG and Bosch appliances, an approx. 21ft garage which also contains a kitchen comprising of a second oven, hob and sink, a downstairs shower room and guest WC, a beautiful first-floor family bathroom, gas central heating, double glazing, security alarm, and off-street parking for two cars in addition to on-street parking.Further benefits include a semi-converted spacious loft that can be used for storage and accessed via foldable stairs. Creighton Avenue is also within easy access of Kenwood Park and Alexandra Palace which provide lots of open spaces and leisure facilities for families.Further popular Schools such as Martins Primary School and Brooklands School are also within proximity. To appreciate the size,condition and location, an early viewing is highly recommended.Fully Unfurnished4 Large Bedrooms with wardrobes included as per photos2 Bathrooms2 Reception rooms-2279 Square feet INTERNAL LIVING SPACE + 600 SQUARE FEET AIRTIGHT LOFT STORAGE- Beautiful Four Bedroom Semi Detached Family House-Substantial Extra Large Living Space- Fabulous 100ft secluded south facing garden- 22ft Fitted Kitchen-Two Bathrooms (One Shower)-Semi Converted Spacious Loft Area-Garage With Second Kitchen-Off-Street Parking 2 Cars-Security AlarmNearest Stations- East Finchley Station- Highgate Station- Finchley Central StationEnergy Efficiency Rating - Very energy efficient - lower running costs, see EPC photo attached"
"2 Bed Flat, Fortis Green, N2",N2,"£1,999.00",£461.31,2,2,2,London,"£1,999.00","£1,999.00",No,-,Yes,Yes,No,No,"11 October, 2024",12 Months,Yes,Yes,Yes,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-fortis-green-n2/2219184,,An ultra-modern and large luxury two double bedroom apartment with private garden located 4 minutes walk from the East Finchley Underground Station (Zone 3 Northern Line).This apartment comprises of a large bright reception room with patio doors leading to a Private garden at just over 40Ft in length.This apartment is suitable for sharers with its two large double bedrooms each benefitting from an en suite shower room and fitted wardrobes.This apartment benefits from brand new wooden flooring new heating and electrics with modern bathrooms and kitchen.This apartment also has off street parking as well as double glazed windows and a hard-wired smoke alarm system.This luxury apartment is available furnished.Located only 4 minutes' walk to East Finchley underground station it is also moments walk to the open spaces of cherry tree woods and all the shops and restaurants this vibrant area has to offer as well as within walking distance of trendy Muswell Hill and Highgate Villages.Available 11th October
"3 Bed Flat, Palace Gates Road, N22",N22,"£2,500.00",£576.92,3,2,3,London,"£2,500.00","£2,500.00",No,-,Yes,Yes,No,No,"16 November, 2024",12 Months,No,Yes,Yes,Furnished,http://openrent.co.uk/property-to-rent/london/3-bed-flat-palace-gates-road-n22/2221634,,"A bright and airy furnished apartment with private entrance, double beds in all 3 bedrooms with 2 bathrooms, kitchen and large front room/reception area.Situated just 5 minutes from Alexandra Palace train station, 15 minutes walk to Bounds Green and Wood Green tube stations and only 10 minutes walk to Alexandra Palace. W3 and 184 bus routes are just a couple of minutes from the front door."
"2 Bed Flat, High Road, N2",N2,"£1,999.00",£461.31,2,1,2,London,"£1,999.00","£1,999.00",No,-,Yes,Yes,No,No,"20 October, 2024",12 Months,No,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-high-road-n2/2217073,,"A unique and ultra-modern loft style luxury two bedroom split level apartment located only 2 minutes walk from East Finchley Underground Station (Zone 3 Northern Line). This apartment comprises of a large bright reception/kitchen with unusual vaulted double height ceilings, a fully integrated high gloss kitchen and a fully tiled bathroom with a sunken bath and separate shower. This apartment has been recently converted and benefits from wooden effect flooring relatively new heating and electrics, understairs storage and is decorated to a very high standard.This loft style apartment is a true example of modern luxury living. It has been decorated in warm neutral colours and is a great size being on two levels with new appliances including gas hob,dishwasher and washer dryer. The apartment is on two levels with an unusually large bathroom with walk in shower big enough for 2 people, as well a separate bath. The master bedroom has amazing vaulted ceilings giving it a modern loft style feel to it and a floor to ceiling window offering great views. The lounge has TV/Satellite and phone points a new modern dining table and chairs and sofabed with a storage compartment. This apartment has double glazed windows as well as a hard wired smoke alarm system, built in wardrobes and understairs storage. This luxury apartment is available furnished. Located only 3 minutes walk to East Finchley underground station it is also a moments walk to the open spaces of cherry tree woods and all the shops and restaurants this vibrant area has to offer as well as within walking distance of trendy Muswell Hill and Highgate Villages, and Hampstead Heath .Available 20th October 2024"
"1 Bed Flat, Priory Road Crouch End, N8",N8,"£2,492.00",£575.08,1,2,2,London,"£2,492.00","£2,492.00",No,-,No,No,Yes,No,"01 November, 2024",6 Months,Yes,No,Yes,Unfurnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-priory-road-crouch-end-n8/1626796,,"CROUCH END, beautiful large ground floor 1 bed period featured home with sole use of sunny, private, exclusive garden, newly fitted integrated kitchen, bathroom suite, bedroom with fitted wardrobes.The home has gas central heating, traditional marble working fireplace and in secluded surroundingsFULL DESCRIPTION OF HOME THAT HAS STYLE, SPACE AND SECURITY! INTERESTED? THEN READ ON...WALKTHROUGH VIDEO TOUR AVAILABLE IF REQUESTED TO VIEW LAYOUTWelcome to Priory! This is a HOME to rent NOT a FLAT to rent...This OLD home would suit anyone who appreciates the quality and craftmanship of the Victorian/Edwardian eraThis is a HOME to rent NOT a FLAT to rent...The reason why it is a home and not a flat is because you are welcome to put up your pictures and personalise it even with your colours (if you wish) or a decent home for your pet companionOwn front door entrance with a small enclosed porch- so you won’t get wet trying to get into the home or fall over bikes in a dark communal hallway!The home is well set back from the road- increasing privacyPretty South-facing, well-managed lawned rear garden with securely gated rear access- so you have sun all year roundGarden is like having another room in the homeLarge kitchen/diner- making it a great room to socialise with your friendsBedroom wooden window shutters that really do block out the light vs. curtainsAmple storage space- enough for two people to spread themselves out without bumping into each otherLarge fitted 'floor to ceiling' wardrobes with internal lighting- so you can actually find your clothes and shoes easilyHigh ceilings with ceiling roses and characterful coving- to give you that sense of space and opulenceShower and bath- really good water pressure for a decent showerJohn Lewis Washing Machine AND a separate Dryer- no need to dry clothes on radiators!Very, very close to public transportAmple 'working from home' space- no need to hijack the dining table to workCosy working marble gas fireplace- warmth for those cooler autumn/winter/spring eveningsRear aspect, peaceful, double bedroom to accommodate a King-size bed with French doors overlooking garden. The ceiling above the bedroom is fully sound proofed so you can get a good nights sleep. (VIEWING TIP 1: Always ask the question ""What room is above the bedroom?"") Of course, you can pay for other properties that are £20/£30 pw cheaper but what is the point if you can’t sleep because of noisy neighbours above you!!!New efficient radiators- remarkably warm and snug homeBathroom suite has loads of natural light- so no need to put the light on during the day to enter a bathroomQuality secondary glazing on front sash windows- helps with heating and superb sound insulationEdwardian period property- character features with stylish chandeliers throughout to add charmOff-road council resident permit parking- to park your car easily and safely directly outside your homeSatellite connection- Sky plus or Virgin media connectionCat flap fitted! Yes cats or  even well behaved dogs allowed  (Priory park for dog walking and even tennis courts literally next door to exercise yourself!!!)Bi-fold doors to sunny garden with access to the garden by the kitchen/diner- you really don't want guests trapesing through your bedroom just to get to the garden so your cat or dog can enjoy the outside too safely and securely!!Stylish Neff oven with 'space saving slide under' oven door - reliable quality cooking appliancesNeff dishwasher- handy as you can wash your pots or pans along with your cups/plates all in one goNeff integrated microwave oven - saving vital worktop spaceInduction hob- very energy savingKitchen hood is vented directly to the outside- so those cooking smells won't linger no matter how nice they are!Super friendly neighbours- join a great caring community neighbourhood who look out for each otherThis home would suit a working single/couple who need to 'work from home' during these hybrid working  timesVisible ADT alarms and cameras for extra deterrence front and back- which is very important for ALL ground floor propertiesThe home is an impressive 61sq metres- the size of a typical 2 bed flat!The home looks bigger than the pictures you see on this listing. This is consistent with the feedback from past viewings.Well balanced layout of the home- see 2d & 3d floor layout plans(VIEWING TIP 2:Bring your tape measure to make sure your sofa, dining table and King-size bed fits)Secure bike shed- have piece of mind your bikes are safely stored and you have easy access to them.Two exits into the garden from the home- via either the bedroom French doors or kitchen/diner bi-fold doorsTwo toilets!!- you'll never have to disturb someone who is enjoying a long relaxing dip in the bath tub!!Comes with a regular gardening services- enjoy the garden without needing to do any maintenance at all yourself!!Well behaved cat or dog are welcome residents to this home as the place comes unfurnished for you and your pet companionLarge garden storage shed- lots of space to store more belongings safelyLarge 10 kg tumble dryer machine- you can even dry your duvetNew combination boiler- super efficient and so no boiler breakdowns expectedNew timber-decked garden patio area with decking lights- so you can have a great ambience at night for those hot summer eveningsSmall details count- don't they?(VIEWING TIP 3 : Check a property is well maintained i.e Are there drain covers on the gutters, kitchen drawer lights fitted, all bulbs working, garden lighting, draught proofing present, well labelled doorbell, nicely pruned garden???)Whilst the price of the home is higher relative to others but you have the opportunity to be happy in a cosy period home- so what is that really worth to you?(VIEWING TIP 4 : Look for quality, quality, quality and you won't go wrong)Boring but important bits...Energy Performance Rating: CGas and electricity £100 per monthCouncil tax (Band C) £134 per monthWater approx.£31 per monthHornsey rail station (frequent trains to Moorgate in only 15 minutes)Finsbury park (w3) tube stations (10 minutes)"
"Room in a Shared House, Hampton Close New Southgate, N11",N11,£736.67,£170.00,4,3,2,London,£736.67,£736.67,Yes,-,Yes,No,No,No,Today,3 Months,Yes,Yes,Yes,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-house-hampton-close-new-southgate-n11/2178956,,Lovely double room in shared townhouseSuitable for female  s Super location 2 mins to New Southgate Station and nxt to open parkland and lots of shops and transport links. Fully furnished with all amenities cable TV   dishwasher parking space etc. Lovely shared sitting room with Internet cable channels and juliette balcony  quiet safe cul de sac nxt to parkland   Must be cat lover as 2 adorable Ragdoll  cats live there also Available immediately
"Room in a Shared House, Balmoral Avenue, N11",N11,"£1,100.00",£253.85,1,1,1,London,"£1,100.00","£1,100.00",Yes,-,Yes,No,No,No,Today,6 Months,Yes,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-house-balmoral-avenue-n11/2214473,,"We present to you this en-suite double room to rent in Balmoral Avenue N11 with all bills included. Moments away from Arnos Grove Underground Station and a stone's throw away from New Southgate Overground Station.Benefits included and good size double room, private shower and WC, kitchen sink and units with your own sole use of a fridge in the room. Property has a communal shared kitchen facility and garden which is occupied by another four residents.The property is on a cul-de-sac and situated on a quiet residential road with a pleasant neighborhood.Property is well maintained and kept clean throughout, for quite peaceful living.Please call now to arrange a viewing appointment.Deposit: £1,100"
